area,average_price,community,decoration,direction,focus_num,link,model,othermessage,price,time,title
100.48平米,单价38396元/平米,阳光花园  布吉街,精装,南,90人关注,https://sz.lianjia.com/ershoufang/105102177256.html,3室2厅,近地铁 VR房源 房本满五年 随时看房,385.8,,中层好视野 南向大3房 满五年唯一  税少 业主急售
132.39平米,单价40034元/平米,英郡年华  丹竹头,简装,南,2人关注,https://sz.lianjia.com/ershoufang/105101507313.html,4室1厅,近地铁 VR房源 房本满两年 随时看房,530,,地铁口物业 客厅带7米阳台 大4 房 前后观景  安静不吵
91.01平米,单价52742元/平米,理想家园  布吉关,精装,东北,5人关注,https://sz.lianjia.com/ershoufang/105102560787.html,3室1厅,VR房源 房本满五年,480,,电梯高楼层三房安静宜居人车分流华润万象汇
172.6平米,单价39398元/平米,卓弘高尔夫雅苑  龙岗宝荷,精装,南 北,67人关注,https://sz.lianjia.com/ershoufang/105100828967.html,6室2厅,VR房源 房本满两年,680,,卓弘高尔夫雅苑 6房3卫 南北通透 双阳台 中间楼层
86.7平米,单价36909元/平米,中骏四季阳光二期  坪地,,西南 东南 东北 西北,0人关注,https://sz.lianjia.com/ershoufang/105103628657.html,3室2厅,VR房源 房本满两年,320,2天以前发布,新装修，高楼层，满两年，九年制，欠款60万
76.38平米,单价52108元/平米,万科第五园一期  坂田,精装,南,6人关注,https://sz.lianjia.com/ershoufang/105103543274.html,2室2厅,VR房源 房本满五年 随时看房,398,18天以前发布,正规两房      业主诚心出售
72.81平米,单价41204元/平米,碧湖花园  龙岗中心城,精装,南,3人关注,https://sz.lianjia.com/ershoufang/105103483717.html,2室2厅,VR房源 房本满五年 随时看房,300,29天以前发布,此房满五年，高楼层楼层，户型方正，朝南采光充足...
150.96平米,单价43058元/平米,金地龙城中央一期  龙岗中心城,,东南,3人关注,https://sz.lianjia.com/ershoufang/105102051021.html,5室2厅,近地铁 VR房源 房本满五年 随时看房,650,,金地龙城一期 大五房 户型方正
122.18平米,单价55656元/平米,来座山  布吉石芽岭,简装,西南,24人关注,https://sz.lianjia.com/ershoufang/105101300359.html,4室2厅,VR房源 房本满两年 随时看房,680,,石芽岭生态公园 慢城四期来座山 业主诚心卖
149.41平米,单价60907元/平米,奥林华府  大运新城,精装,南,4人关注,https://sz.lianjia.com/ershoufang/105102119419.html,4室2厅,VR房源 房本满五年 随时看房,910,,只有一本证，大4房 满五唯一红本在手 税费少
88.54平米,单价33658元/平米,阳基新天地  丹竹头,精装,南,102人关注,https://sz.lianjia.com/ershoufang/105102175083.html,3室1厅,VR房源 房本满五年,298,,丹竹头新小区精装3房 朝东南 无遮挡 满五唯一 税费少
72.15平米,单价42967元/平米,中海康城国际一期  大运新城,精装,北,61人关注,https://sz.lianjia.com/ershoufang/105101928234.html,3室1厅,VR房源 房本满五年,310,,大运新城 满五唯一 实用三房 可拎包入住
129.62平米,单价33560元/平米,中海怡美山庄  横岗,简装,南 北,32人关注,https://sz.lianjia.com/ershoufang/105101599229.html,4室2厅,VR房源 房本满五年,435,,中海怡美山庄  正规四房 带电梯 户型方正
112.48平米,单价45786元/平米,信义御城豪园  横岗,精装,东南 西北,3人关注,https://sz.lianjia.com/ershoufang/105101459806.html,4室2厅,近地铁 VR房源 房本满五年,515,,横岗信义御城满五唯一四房 保养好 南北通户型
83.9平米,单价35161元/平米,丽湖花园二期  布吉水径,精装,东南,15人关注,https://sz.lianjia.com/ershoufang/105101176047.html,3室1厅,VR房源 房本满两年,295,,丽湖花园方正大三房，安静看花园 朝东南采光好 宜居家
70.91平米,单价55705元/平米,信义假日名城五期A逸翠园  布吉关,精装,南,126人关注,https://sz.lianjia.com/ershoufang/105100940305.html,3室2厅,VR房源 房本满五年,395,,信义假日名城五期带花园三房 朝南向
76.62平米,单价43723元/平米,中海康城花园二期  大运新城,精装,西南,7人关注,https://sz.lianjia.com/ershoufang/105103587032.html,2室1厅,VR房源 房本满五年,335,10天以前发布,中海康城花园二期 2室1厅 335万
122.22平米,单价39274元/平米,龙城华府  龙岗中心城,精装,西,3人关注,https://sz.lianjia.com/ershoufang/105102783141.html,4室2厅,近地铁 VR房源 房本满两年 随时看房,480,,龙城华府，清爽装修4房，爱联地铁口
73.19平米,单价36891元/平米,百合星城一期  布吉关,精装,东,44人关注,https://sz.lianjia.com/ershoufang/105102068403.html,2室1厅,近地铁 VR房源 房本满两年 随时看房,270,,保养好 空置 诚心出售 交通便利 关口 3 5号双地铁口
53.68平米,单价27944元/平米,保利上城  龙岗中心城,精装,东南,83人关注,https://sz.lianjia.com/ershoufang/105101525533.html,1室1厅,近地铁 VR房源 房本满五年 随时看房,150,,保利上城正规1房1厅，厅出阳台东南朝向，业主诚心买
102.14平米,单价37204元/平米,华浩源B区  布吉石芽岭,简装,北,3人关注,https://sz.lianjia.com/ershoufang/105102526937.html,3室2厅,VR房源 房本满两年 随时看房,380,,此房满五自己赎楼，业主居家精装，诚心出售！
24.57平米,单价33375元/平米,阳光广场  龙岗中心城,简装,南,0人关注,https://sz.lianjia.com/ershoufang/105103617808.html,1室0厅,VR房源 房本满两年,82,4天以前发布,阳光广场 1室0厅 82万
88.12平米,单价51975元/平米,保利上城  龙岗中心城,,东南,3人关注,https://sz.lianjia.com/ershoufang/105103595304.html,3室2厅,近地铁 VR房源 房本满五年,458,9天以前发布,保利上城 3室2厅 458万
89.19平米,单价36440元/平米,振业天峦  龙岗宝荷,精装,南,3人关注,https://sz.lianjia.com/ershoufang/105103582369.html,3室2厅,VR房源 房本满五年,325,11天以前发布,宝龙科技城 精装3房1卫 满五唯一 欠款少 诚心出售！
77.78平米,单价46028元/平米,桂芳园五期  布吉大芬,,南 北,2人关注,https://sz.lianjia.com/ershoufang/105103568693.html,3室2厅,近地铁 VR房源 房本满五年,358,14天以前发布,桂芳园五期 3室2厅 358万
85.53平米,单价33907元/平米,中骏四季阳光二期  坪地,,南,12人关注,https://sz.lianjia.com/ershoufang/105102431471.html,3室1厅,VR房源 房本满两年 随时看房,290,,花园中间，位置安静，满二年，看房子方便
150.96平米,单价43058元/平米,金地龙城中央一期  龙岗中心城,,东南,14人关注,https://sz.lianjia.com/ershoufang/105101504057.html,5室1厅,近地铁 VR房源 房本满两年 随时看房,650,,地铁口 大五房 东南朝向  三馆一城配套  万科商圈
76.77平米,单价52104元/平米,佳兆业可园一期  布吉关,精装,东北,1人关注,https://sz.lianjia.com/ershoufang/105103570173.html,2室1厅,近地铁 VR房源 房本满五年 随时看房,400,13天以前发布,可园一期 精装 两房 两卫 看园景  住家舒适
212.38平米,单价49440元/平米,茵悦之生花园三期  布吉水径,精装,东南,1人关注,https://sz.lianjia.com/ershoufang/105103552314.html,6室4厅,VR房源 房本满五年,1050,17天以前发布,茵悦之生三期 东南向  双拼6室2厅  可分开出售  2本证
133.25平米,单价49531元/平米,万科城三期  坂田,精装,西北,43人关注,https://sz.lianjia.com/ershoufang/105101481564.html,5室2厅,VR房源 房本满五年,660,,万科城三期精装五，带6米挑高入户花园 ，业主诚心出售
85.39平米,单价46844元/平米,中海康城花园二期  大运新城,精装,北,0人关注,https://sz.lianjia.com/ershoufang/105103498789.html,3室2厅,VR房源 房本满五年 随时看房,400,26天以前发布,保养好可拎包入住，安静，带平台
86.26平米,单价46372元/平米,百合山庄  布吉关,精装,南,30人关注,https://sz.lianjia.com/ershoufang/105102301967.html,3室2厅,VR房源 房本满两年,400,,板式南北通户型，精装复式房，朝南看花园
143.11平米,单价66383元/平米,阳光天健城  大运新城,简装,南 北,16人关注,https://sz.lianjia.com/ershoufang/105102103311.html,4室2厅,VR房源 房本满两年 随时看房,950,,大运旁，阳光天健城，单本证，大四房，业主诚售
153.69平米,单价32534元/平米,华业玫瑰郡  龙岗中心城,,南 北,17人关注,https://sz.lianjia.com/ershoufang/105101522341.html,4室2厅,VR房源 房本满五年 随时看房,500,,龙岗区 华业玫瑰郡 南北通透双阳台 改善型住房
82.75平米,单价55590元/平米,英郡年华  丹竹头,精装,南,55人关注,https://sz.lianjia.com/ershoufang/105101267425.html,4室2厅,近地铁 VR房源 房本满五年 随时看房,460,,房子五年红本 地铁口 朝南四房 无增值税
131.91平米,单价31461元/平米,鸿威de森林就瞰山  龙岗中心城,,南 北,11人关注,https://sz.lianjia.com/ershoufang/105100805710.html,4室2厅,VR房源 房本满五年 随时看房,415,,"鸿威de森林•就瞰山,大四房,视野开阔通透性强"
89.38平米,单价50347元/平米,锦荟PARK  横岗,精装,南,2人关注,https://sz.lianjia.com/ershoufang/105103612130.html,3室1厅,近地铁 VR房源 房本满两年,450,5天以前发布,此房满两年，费用少，朝南看梧桐山，近地铁口
135.97平米,单价60308元/平米,万科城三期  坂田,精装,南,41人关注,https://sz.lianjia.com/ershoufang/105101392515.html,4室2厅,VR房源 房本满五年 随时看房,820,,万科城三期宽景楼梯房 朝南采光通风好 满五年唯一
115.41平米,单价50256元/平米,万科四季花城六期  坂田,简装,东南,23人关注,https://sz.lianjia.com/ershoufang/105103011267.html,4室2厅,近地铁 VR房源 房本满五年 随时看房,580,,花城六期，白金楼层 满五唯一红本在手 户型通透
172.14平米,单价68549元/平米,万科翰邻城  龙岗中心城,,南,20人关注,https://sz.lianjia.com/ershoufang/105101347585.html,5室2厅,VR房源 房本满五年 随时看房,1180,,万科翰邻城 单本证大平层 南向高楼层
87.28平米,单价32998元/平米,宏兴苑  龙岗中心城,,东南,8人关注,https://sz.lianjia.com/ershoufang/105103465779.html,3室1厅,VR房源 房本满五年,288,31天以前发布,标准三房 此房满五 业主诚心出售
47.62平米,单价33600元/平米,风临国际东座  龙岗中心城,简装,东南,3人关注,https://sz.lianjia.com/ershoufang/105101465169.html,1室0厅,近地铁 VR房源 房本满两年,160,,风临国际 70年产权 业主诚心出售 看房方便 视野开阔
132.36平米,单价26066元/平米,九州家园  龙岗双龙,精装,东南,5人关注,https://sz.lianjia.com/ershoufang/105101349419.html,4室1厅,近地铁 VR房源 房本满五年,345,,满五唯一，精装大4房业主诚心出售
85.94平米,单价31418元/平米,泰阳金桔苑  布吉南岭,精装,南,16人关注,https://sz.lianjia.com/ershoufang/105101430393.html,3室2厅,VR房源 房本满五年,270,,公园脚下85.94平的大三房朝南向，满五年！
65.55平米,单价38902元/平米,振业峦山谷  龙岗宝荷,精装,南,2人关注,https://sz.lianjia.com/ershoufang/105103590819.html,2室2厅,VR房源 房本满五年,255,9天以前发布,振业峦山谷 2室2厅 255万
102.92平米,单价34493元/平米,德福花园  布吉街,简装,北,40人关注,https://sz.lianjia.com/ershoufang/105101213496.html,3室2厅,VR房源 房本满五年,355,,德福花园精装电梯三房，厅出阳台，红本在手，税费少
127.82平米,单价41465元/平米,金地龙城中央一期  龙岗中心城,精装,东南,3人关注,https://sz.lianjia.com/ershoufang/105103585866.html,4室2厅,近地铁 VR房源 房本满两年 随时看房,530,11天以前发布,金地龙城中央一期 4室2厅 530万
83.66平米,单价29883元/平米,布吉中心广场  布吉街,精装,西,288人关注,https://sz.lianjia.com/ershoufang/105101284592.html,2室1厅,近地铁 VR房源 房本满两年,250,,朝东南，厅出阳台，正对深圳东站
78.62平米,单价46426元/平米,风临域  龙岗中心城,精装,东南,29人关注,https://sz.lianjia.com/ershoufang/105101251662.html,3室2厅,近地铁 VR房源 房本满五年 随时看房,365,,风临域 满五年 东南朝向 看花园  有钥匙可看房
102.13平米,单价34760元/平米,德兴花园  布吉街,精装,南,16人关注,https://sz.lianjia.com/ershoufang/105103425685.html,3室1厅,VR房源 房本满两年,355,,此房是A区 入门位置.中间楼层.精装修。朝南
88.51平米,单价45193元/平米,THETOWN乐城  大运新城,简装,西南,14人关注,https://sz.lianjia.com/ershoufang/105103209589.html,3室2厅,近地铁 VR房源 房本满五年 随时看房,400,,地铁口次新小区 红本在手 厨房带储物间 使用率大
68.55平米,单价51788元/平米,佳兆业新都汇  布吉南岭,精装,西南,11人关注,https://sz.lianjia.com/ershoufang/105103263022.html,2室1厅,近地铁 VR房源 房本满两年,355,,佳兆业新都汇朝南向精装修两房，视野采光好
70.34平米,单价49759元/平米,信义假日名城博雅园  布吉关,精装,南,29人关注,https://sz.lianjia.com/ershoufang/105102699658.html,2室2厅,近地铁 VR房源 房本满两年,350,,此房已满三年  朝花园高楼层通风采光好视野开阔
44.97平米,单价27797元/平米,德兴城花园  布吉街,简装,东北,82人关注,https://sz.lianjia.com/ershoufang/105103355012.html,1室1厅,近地铁 VR房源 房本满两年 随时看房,125,,地铁口德兴城45平一房一厅急售2.8万一平方
113.84平米,单价51213元/平米,信义荔山公馆  布吉关,精装,南,9人关注,https://sz.lianjia.com/ershoufang/105103321394.html,3室2厅,近地铁 VR房源 房本满五年,583,,此房满五唯一  红本在手  楼层适中  采光好
89平米,单价37978元/平米,中城康桥花园二期  丹竹头,精装,东南,79人关注,https://sz.lianjia.com/ershoufang/105103057530.html,3室1厅,近地铁 VR房源 房本满五年,338,,此房满五年，户型实用方正，装修保养得好
73.47平米,单价34709元/平米,承翰陶源  龙岗中心城,精装,南,24人关注,https://sz.lianjia.com/ershoufang/105103265441.html,2室1厅,VR房源 房本满两年 随时看房,255,,小区是次新小区 物业管理规范 满两年 采光通风效果佳
69.97平米,单价33300元/平米,粤宝花园  布吉街,精装,南,30人关注,https://sz.lianjia.com/ershoufang/105102654070.html,3室1厅,VR房源 房本满五年,233,,粤宝花园 精装朝南小三房  满五唯一 保养好
73.89平米,单价39925元/平米,碧湖花园  龙岗中心城,简装,南,18人关注,https://sz.lianjia.com/ershoufang/105103536507.html,2室1厅,VR房源 房本满五年,295,19天以前发布,格局方正，标准两房，诚心卖，厅出阳台朝南，满五唯一
85.72平米,单价69996元/平米,熙和园  龙岗中心城,精装,东南,14人关注,https://sz.lianjia.com/ershoufang/105103212647.html,4室2厅,VR房源 房本满五年,600,,复式  精装修   满五年   东南向   4房
88.1平米,单价46539元/平米,万科天誉二期  龙岗中心城,,东南,9人关注,https://sz.lianjia.com/ershoufang/105103424734.html,3室2厅,近地铁 VR房源 房本满五年 随时看房,410,,万科天誉二期 经典三房 户型方正实用 舒适
87.88平米,单价72258元/平米,绿景大公馆  大运新城,简装,东南 西南,16人关注,https://sz.lianjia.com/ershoufang/105102762439.html,3室2厅,VR房源 房本满五年 随时看房,635,,绿景大公馆 东南向高层三房两卫 学有效
89.24平米,单价67235元/平米,万科翰邻城  龙岗中心城,精装,南 北,21人关注,https://sz.lianjia.com/ershoufang/105103511253.html,4室1厅,VR房源 房本满两年,600,24天以前发布,中间楼层业主诚心卖装修保养好 看房方便
89.24平米,单价56926元/平米,万科金色沁园  龙岗中心城,,东南,48人关注,https://sz.lianjia.com/ershoufang/105102824128.html,5室2厅,VR房源 房本满五年 随时看房,508,,万科金色沁园 毛坯大五房复式  红本在手  实用率高
88.76平米,单价39433元/平米,金地龙城中央二期  龙岗中心城,,南,9人关注,https://sz.lianjia.com/ershoufang/105103506493.html,3室2厅,VR房源 房本满两年 随时看房,350,25天以前发布,地铁口金地新小区三房两卫朝南户型看小区花园税费少
43.22平米,单价55068元/平米,麟恒中心广场一期  横岗,精装,西南,38人关注,https://sz.lianjia.com/ershoufang/105103200537.html,2室1厅,近地铁 VR房源 房本满两年,238,,稀有两房 户型方正 看小区花园 带精装业主自住 红本
107.17平米,单价50854元/平米,春华四季园一期  民治,简装,南,40人关注,https://sz.lianjia.com/ershoufang/105100048007.html,3室2厅,房本满五年,545,,春华四季园 三房两厅 一层带花园 精装修
44.68平米,单价91764元/平米,华业玫瑰四季馨园二期  红山,,东北,2人关注,https://sz.lianjia.com/ershoufang/105103518710.html,1室1厅,近地铁 房本满两年,410,23天以前发布,红山地铁口 精装一房一厅 高层视野无遮挡
92.75平米,单价43666元/平米,华美丽苑  龙华新区,简装,南,56人关注,https://sz.lianjia.com/ershoufang/105101084311.html,4室2厅,房本满两年,405,,"华美丽苑, 后面一排, 安静不吵"
89平米,单价112360元/平米,幸福城三期  龙华中心,精装,东南,0人关注,https://sz.lianjia.com/ershoufang/105103569039.html,6室2厅,近地铁 房本满五年,1000,14天以前发布,龙华幸福城三期   精装三层复式   精装  精装   精装
93平米,单价54624元/平米,世纪春城三期  民治,,东,3人关注,https://sz.lianjia.com/ershoufang/105103620114.html,3室1厅,房本满两年,508,4天以前发布,春城三期精装大三房 南北通 中层 安静 电梯房急售
180.78平米,单价69145元/平米,城建仁山智水花园二期  观澜,,西南,6人关注,https://sz.lianjia.com/ershoufang/105103132265.html,4室2厅,房本满五年,1250,,滨水叠加别墅 得房率高 带车位
89.91平米,单价35592元/平米,赛龙豪轩  龙华中心,简装,南,15人关注,https://sz.lianjia.com/ershoufang/105101597282.html,3室2厅,近地铁 房本满五年,320,,赛龙豪轩精装3房  少税  看房方便
74.17平米,单价56627元/平米,锦绣江南二期  龙华新区,精装,南,23人关注,https://sz.lianjia.com/ershoufang/105102285562.html,3室2厅,房本满五年,420,,看房预约就可以  风格好看  格局好
273平米,单价84250元/平米,星河丹堤  梅林关,精装,南,19人关注,https://sz.lianjia.com/ershoufang/105101470231.html,5室2厅,房本满五年,2300,,山水物业星河丹堤大复式，使用面积大，位置安静
72.82平米,单价35705元/平米,万科九龙山  观澜,简装,南,3人关注,https://sz.lianjia.com/ershoufang/105103281790.html,1室0厅,房本满两年 随时看房,260,,九龙山旺铺 好位置出售 人流量大
88.42平米,单价67858元/平米,特发和平里  上塘,精装,东南 西北,72人关注,https://sz.lianjia.com/ershoufang/105101791366.html,4室2厅,近地铁 房本满两年,600,,经典4房，南北通透，业主诚心卖
235.9平米,单价46630元/平米,锦绣江南二期  龙华新区,精装,南,33人关注,https://sz.lianjia.com/ershoufang/105100998898.html,8室3厅,房本满五年,1100,,锦绣江南顶楼大复式 电梯房 空中别墅小区景观尽收眼底
131.93平米,单价82620元/平米,华业玫瑰四季馨园一期  红山,精装,东南,1人关注,https://sz.lianjia.com/ershoufang/105103322049.html,5室1厅,近地铁 VR房源 房本满两年,1090,,华业玫瑰四季馨园一期 5室1厅 1090万
112.93平米,单价44276元/平米,日出印象二期  红山,精装,东南,39人关注,https://sz.lianjia.com/ershoufang/105101449013.html,3室2厅,VR房源,500,,红本在手 电梯房 业主诚心卖 方便看房
81.51平米,单价87106元/平米,龙光玖龙玺北区  梅林关,精装,西南,22人关注,https://sz.lianjia.com/ershoufang/105101963253.html,3室2厅,近地铁 VR房源,710,,地铁口，精装三房，户型方正，配套齐全。
66.35平米,单价83648元/平米,莱蒙水榭春天三期  红山,简装,南 东,9人关注,https://sz.lianjia.com/ershoufang/105103472334.html,2室1厅,近地铁 VR房源,555,30天以前发布,高层客厅正出阳台，电梯直通沃尔玛，欠款少
36.83平米,单价65165元/平米,潜龙鑫茂花园B区  民治,精装,南,22人关注,https://sz.lianjia.com/ershoufang/105103340873.html,1室1厅,近地铁 VR房源 房本满两年,240,,精装一房改两房，大阳台....
133.25平米,单价106567元/平米,金亨利首府  红山,精装,东南,11人关注,https://sz.lianjia.com/ershoufang/105103245071.html,4室1厅,VR房源 房本满五年,1420,,深高北，精装修，四房三阳台，高楼层，安静位置
94.47平米,单价56632元/平米,碧水龙庭  民治,精装,南,22人关注,https://sz.lianjia.com/ershoufang/105103052637.html,3室2厅,近地铁 VR房源 房本满五年,535,,满五年唯一  业主自住  装修保养好   视野采光好
246.71平米,单价100523元/平米,圣莫丽斯花园B区  梅林关,,南,3人关注,https://sz.lianjia.com/ershoufang/105102322108.html,6室2厅,VR房源 房本满五年,2480,,山体园林景观，内置私家登山道、私家内湖的梅林关高品
102.05平米,单价45860元/平米,劲力城市明珠  龙华中心,简装,东南,6人关注,https://sz.lianjia.com/ershoufang/105102772224.html,4室2厅,VR房源 房本满五年,468,,劲力城市明珠 4室2厅 468万
154.19平米,单价50587元/平米,锦绣御园  龙华中心,精装,南,10人关注,https://sz.lianjia.com/ershoufang/105101673660.html,5室2厅,近地铁 VR房源 房本满五年,780,,《锦绣御园》精装双拼5房客厅出阳台红本在手无赎楼费
68.12平米,单价58280元/平米,保利悦都  龙华中心,精装,西南,9人关注,https://sz.lianjia.com/ershoufang/105103467337.html,2室1厅,近地铁 VR房源 房本满两年,397,31天以前发布,保利悦都步行街街 高楼层精装修大二房
78平米,单价73077元/平米,星河盛世  梅林关,精装,东南,22人关注,https://sz.lianjia.com/ershoufang/105103371294.html,2室1厅,近地铁 VR房源 房本满五年,570,,星河盛世 精装两房 业主自住 满五 税费少
80.81平米,单价90336元/平米,观湖园  观澜,,南,0人关注,https://sz.lianjia.com/ershoufang/105103233219.html,1室1厅,VR房源 房本满两年,730,,观湖园 1室1厅 730万
59.21平米,单价50668元/平米,滢水山庄二区  梅林关,,南,21人关注,https://sz.lianjia.com/ershoufang/105103133194.html,2室2厅,VR房源 房本满五年,300,,滢水山庄二区 2室2厅 300万
47平米,单价75532元/平米,星河盛世  梅林关,精装,东南,14人关注,https://sz.lianjia.com/ershoufang/105102928790.html,1室1厅,近地铁 VR房源 房本满五年,355,,满五唯一   少量税费  珍贵户型
45.15平米,单价66446元/平米,星河盛世  梅林关,精装,西北,19人关注,https://sz.lianjia.com/ershoufang/105102383501.html,1室0厅,近地铁 VR房源 房本满两年,300,,星河盛世小住宅  安静看花园  高层采光好  诚心出售
107.23平米,单价43832元/平米,优品建筑  龙华中心,精装,东南,31人关注,https://sz.lianjia.com/ershoufang/105101425706.html,3室2厅,近地铁 VR房源 房本满五年,470,,龙华区优品建筑精装三房两厅，满 二年，业主急卖!
58.21平米,单价53943元/平米,潜龙花园  民治,简装,东,41人关注,https://sz.lianjia.com/ershoufang/105102658969.html,2室1厅,近地铁 VR房源 房本满五年,314,,红本在手，户型方正实用，业主诚心出售，适合年轻人
110.65平米,单价41573元/平米,乐景花园  龙华中心,精装,东,2人关注,https://sz.lianjia.com/ershoufang/105101933590.html,3室2厅,近地铁 VR房源 房本满两年,460,,龙华地铁边大户型业主诚意出售看好就卖价格可谈哦
50.41平米,单价45626元/平米,星河传奇·铂寓S  红山,精装,东北,68人关注,https://sz.lianjia.com/ershoufang/105101403381.html,1室1厅,近地铁 VR房源 房本满两年,230,,红山 双地铁 精装 星河高品质公寓 便宜出售
66.68平米,单价55489元/平米,世纪春城一期  民治,简装,北,61人关注,https://sz.lianjia.com/ershoufang/105102857075.html,2室2厅,VR房源 房本满五年,370,,位置安静，户型方正两房，中间楼层，47平大花园。
89.76平米,单价70188元/平米,幸福城三期  龙华中心,精装,南,10人关注,https://sz.lianjia.com/ershoufang/105100634541.html,3室1厅,近地铁 VR房源 房本满五年,630,,幸福城三期满二年 税费少 中楼层 无遮挡
164.37平米,单价69965元/平米,莱蒙水榭春天二期  红山,,北,8人关注,https://sz.lianjia.com/ershoufang/105103224676.html,5室1厅,近地铁 VR房源 房本满五年 随时看房,1150,,莱蒙水榭春天二期 5室1厅 1150万
70.67平米,单价50375元/平米,可乐园  龙华中心,精装,南,32人关注,https://sz.lianjia.com/ershoufang/105101251415.html,3室1厅,VR房源 房本满五年,356,,可乐园 精装复式  业主自己住保养好
33平米,单价25758元/平米,华盛峰荟名庭  观澜,精装,南,4人关注,https://sz.lianjia.com/ershoufang/105101689016.html,1室0厅,VR房源 房本满两年,85,,华盛峰荟名庭 1室0厅 85万
104.64平米,单价70719元/平米,金地上塘道二期  红山,精装,东南,2人关注,https://sz.lianjia.com/ershoufang/105103465175.html,4室2厅,VR房源 房本满两年,740,,金地上塘道二期 4室2厅 740万
86.66平米,单价69237元/平米,特发和平里二期  上塘,精装,南,2人关注,https://sz.lianjia.com/ershoufang/105103421099.html,3室2厅,近地铁 VR房源 房本满两年,600,,和平里二期安静楼栋 满两年带40万装修 保养好 朝南
118.85平米,单价48802元/平米,锦绣江南二期  龙华新区,精装,南,10人关注,https://sz.lianjia.com/ershoufang/105103382636.html,4室2厅,VR房源 房本满两年,580,,畅想真正的浪漫花园洋房生活，回家就是一种度假。
110.16平米,单价52651元/平米,富通天骏  龙华中心,精装,北,2人关注,https://sz.lianjia.com/ershoufang/105103340199.html,3室1厅,近地铁 VR房源 房本满五年,580,,富通天骏 3室1厅 580万
72.29平米,单价58791元/平米,碧水龙庭  民治,精装,南,15人关注,https://sz.lianjia.com/ershoufang/105103286294.html,2室2厅,VR房源 房本满五年,425,,深圳北 民治精装两房 改了2+2 免个税 红本
105.15平米,单价61817元/平米,城投七里香榭  红山,简装,南 北,18人关注,https://sz.lianjia.com/ershoufang/105103225584.html,3室2厅,VR房源 房本满五年,650,,红山，九方沃尔玛购物3+1房，业主急售
58.4平米,单价59932元/平米,青年城邦园  龙华中心,简装,东南,25人关注,https://sz.lianjia.com/ershoufang/105103182169.html,4室2厅,近地铁 VR房源 房本满五年,350,,青年城邦园 四房 龙华地铁口物业 位置安静 诚心出售
149.4平米,单价80322元/平米,幸福城一期  龙华中心,精装,南,1人关注,https://sz.lianjia.com/ershoufang/105103097600.html,4室1厅,近地铁 VR房源 房本满两年,1200,,单本证大户型  使用率高 居家适宜
112.55平米,单价53310元/平米,金地梅陇镇二期  龙华新区,简装,南,3人关注,https://sz.lianjia.com/ershoufang/105103034508.html,3室2厅,VR房源 房本满两年,600,,梅陇镇三房，户型方正，卧室空间大，诚售
106.74平米,单价51528元/平米,锦绣江南四期  龙华新区,简装,南,4人关注,https://sz.lianjia.com/ershoufang/105102953007.html,4室2厅,VR房源 房本满两年,550,,位置安静看花园，电梯高楼层，采光通风很好
89平米,单价58427元/平米,金地鹭湖1号  观澜,精装,南 北,8人关注,https://sz.lianjia.com/ershoufang/105102821401.html,3室2厅,VR房源 房本满五年,520,,两梯四户，装修品质高，可拎包入住
49.36平米,单价37480元/平米,华盛峰荟名庭  观澜,,北,5人关注,https://sz.lianjia.com/ershoufang/105102582079.html,1室1厅,VR房源 房本满两年,185,,精装修 视野开阔 采光通风都不错 业主急卖
113平米,单价40708元/平米,桂冠华庭  龙华中心,精装,南,4人关注,https://sz.lianjia.com/ershoufang/105102231166.html,3室2厅,VR房源 房本满五年,460,,桂冠华庭 3室2厅 460万
82.43平米,单价55805元/平米,御筑轩  龙华中心,精装,南 北,9人关注,https://sz.lianjia.com/ershoufang/105101458023.html,4室1厅,VR房源 房本满五年,460,,精致通透4房 新小区 装修保养好 配套齐全
45.15平米,单价68661元/平米,星河盛世  梅林关,精装,西北,8人关注,https://sz.lianjia.com/ershoufang/105103534888.html,1室0厅,近地铁 VR房源 房本满两年,310,20天以前发布,星河盛世 精装45平单间看花园 业主诚心卖310万
39.52平米,单价72116元/平米,龙光玖钻  红山,,南,5人关注,https://sz.lianjia.com/ershoufang/105103119683.html,2室2厅,房本满两年 随时看房,285,,龙光玖钻 2室2厅 285万
110.92平米,单价36964元/平米,金庸阁二期  龙华中心,简装,东 西南,6人关注,https://sz.lianjia.com/ershoufang/105102884616.html,3室2厅,近地铁 VR房源 房本满五年,410,,大三房，房子诚心卖，一手业主，满五唯一 红本在手
89.98平米,单价48345元/平米,滢水山庄二区  梅林关,简装,南,19人关注,https://sz.lianjia.com/ershoufang/105102539048.html,3室2厅,近地铁 VR房源 房本满五年,435,,一手业主，满五红本税费少，位置安静，户型通透，安静
135.48平米,单价42811元/平米,招商澜园  观澜,,南,13人关注,https://sz.lianjia.com/ershoufang/105102300834.html,4室2厅,VR房源 房本满五年,580,,花园位置，南北对流，带固定车位，安静舒适。
73.58平米,单价48247元/平米,馨园二期  民治,精装,南,63人关注,https://sz.lianjia.com/ershoufang/105102135489.html,2室2厅,VR房源 房本满两年,355,,馨园二期73.58平 满两年 业主自住 位置安静
89.58平米,单价64747元/平米,金地上塘道一期  红山,简装,南,13人关注,https://sz.lianjia.com/ershoufang/105101716197.html,3室2厅,VR房源 房本满两年,580,,此房满两年，业主诚心卖，精装保养好，可拎包住。
